#======== CAESAR RESULTS ======
# This ascii file contains source islands (or blobs) found by CAESAR.
# Source parameters are described in the header below.
# NB: Fitted components, if available, are reported in a different ascii file. 
#     We include here the total fitted flux density summed over all components.
#
# ---- HEADER ----
# name - Source name assigned by finder
# iauName - Source name in IAU notation
# npix - Number of pixels in source
# nComponents - Number of fitted components (=0 if fit not performed or failed)
# nNestedSources - Number of nested sources detected
# x - Source centroid in image coordinates along x axis 
# y - Source centroid in image coordinates along y axis 
# x_w - Source centroid in image coordinates along x axis, weighted by pixel fluxes 
# y_w - Source centroid in image coordinates along y axis, weighted by pixel fluxes 
# x_wcs - Source centroid in selected WCS coordinate (deg) along x axis
# y_wcs - Source centroid in selected WCS coordinate (deg) along y axis
# x_w_wcs - Source centroid in selected selected WCS coordinate (deg) along x axis, weighted by pixel fluxes
# y_w_wcs - Source centroid in selected selected WCS coordinate (deg) along y axis, weighted by pixel fluxes
# xmin - Source minimum pixel image coordinate along x axis
# xmax - Source maximum pixel image coordinate along x axis
# ymin - Source minimum pixel image coordinate along y axis
# ymax - Source maximum pixel image coordinate along y axis
# xmin_wcs - Source minimum pixel WCS coordinate (deg) along x axis
# xmax_wcs - Source maximum pixel WCS coordinate (deg) along x axis
# ymin_wcs - Source minimum pixel WCS coordinate (deg) along y axis
# ymax_wcs - Source maximum pixel WCS coordinate (deg) along y axis
# nu - Spectral axis value present in image header. If frequency it is given in GHz units.
# Stot - Sum of source pixel brightness in Jy/beam units.
# Smax - Maximum source pixel flux in Jy/beam units.
# S - Fitted source flux density in Jy units
# SErr - Fitted source flux density error in Jy units
# beamArea - Number of pixels in beam. Used to convert flux parameters from Jy/beam to Jy/pixel (e.g. Jy/pixel=Jy/beam/beamarea).
# bkgSum - Background estimator summed over all source pixels (in Jy/beam).
# rmsSum - Noise (rms) estimator summed over all source pixels (in Jy/beam).
# morphId - Source morphology tag (eUnknownMorph=0, eCompact=1, ePointLike=2, eExtended=3, eCompactPlusExtended=4, eDiffuse=5)
# sourcenessId - Sourceness flag (eReal=1, eCandidate=2, eFake=3)
# isGoodSource - Bool flag indicating if source was tagged as good (true) or bad (false) in the finding process
# sourceNestedLevel - Source nested level (0=mother source,1=nested source,...)
# ---------------
#
# name	iauName	npix	nComponents	nNestedSources	x	y	x_w	y_w	x_wcs(deg)	y_wcs(deg)	x_w_wcs(deg)	y_w_wcs(deg)	xmin	xmax	ymin	ymax	xmin_wcs(deg)	xmax_wcs(deg)	ymin_wcs(deg)	ymax_wcs(deg)	nu(GHz)	Stot(Jy/beam)	Smax(Jy/beam)	S(Jy)	Serr(Jy)	beamArea	bkgSum(Jy/beam)	rmsSum(Jy/beam)	morphId	sourcenessId	isGoodSource	sourceNestedLevel	
S536	J231516.202-093451.77	161	0	0	3462.43	2792.61	3462.36	2792.63	348.81751	-9.5810458	348.81753	-9.5810426	3456	3469	2786	2799	348.81931	348.81567	-9.5828575	-9.5792974	0	0.99619681	0.01425049	0	0	79.632425	-0.0010075551	0.070443105	2	2	1	0
S537	J231454.379-093533.94	1297	0	0	3788.94	2751	3805.56	2760.8	348.72658	-9.592761	348.72194	-9.5900826	3769	3810	2730	2772	348.73216	348.72069	-9.5985134	-9.5870078	0	-0.024280973	0.0010665924	0	0	79.632425	-0.024421853	0.6887804	1	2	1	0
S538	J231448.050-093102.45	240	0	0	3882.63	3025.76	3882.67	3025.68	348.70021	-9.5173473	348.7002	-9.51737	3874	3891	3018	3034	348.70262	348.69787	-9.5194729	-9.5150909	0	2.8706507	0.037179869	0	0	79.632425	-0.0027452448	0.11310502	1	2	1	0
S539	J231423.012-093836.44	184	0	0	4258.63	2567.83	4258.57	2567.95	348.59588	-9.6434549	348.5959	-9.6434232	4251	4265	2561	2575	348.59802	348.5941	-9.6453262	-9.64149	0	1.5723995	0.021918695	0	0	79.632425	-0.0046679021	0.097506381	2	2	1	0
S540	J231420.144-093535.38	1297	0	0	4300.94	2751	4268.81	2735.57	348.58393	-9.5931607	348.5929	-9.5973751	4281	4322	2730	2772	348.58951	348.57805	-9.598915	-9.5874055	0	-0.033945305	0.0011915999	0	0	79.632425	-0.043893794	0.69823965	1	2	1	0
S541	J231335.331-093717.65	65	0	0	4971.43	2649.23	4971.38	2649.23	348.39721	-9.62157	348.39723	-9.6215705	4967	4976	2646	2653	348.39845	348.39594	-9.622455	-9.6205372	0	0.21026834	0.0044973241	0	0	79.632425	-0.00099242182	0.036591997	2	2	1	0
S542	J231345.910-093536.64	1297	0	0	4812.94	2751	4809.48	2743.88	348.44129	-9.5935111	348.44226	-9.5954655	4793	4834	2730	2772	348.44686	348.43541	-9.5992673	-9.5877538	0	0.16168647	0.0019471119	0	0	79.632425	-0.035439363	0.7792934	1	2	1	0
S543	J231352.831-093431.48	409	0	2	4709.24	2816.63	4709.05	2816.72	348.47013	-9.5754112	348.47018	-9.575387	4697	4721	2806	2827	348.47355	348.46685	-9.578324	-9.57257	0	40.992756	0.50930339	0	0	79.632425	-0.0095188987	0.31065329	1	2	1	0
S543_N1	J231352.915-093433.92	32	0	0	4708	2814.16	4708.16	2814.4	348.47048	-9.5760903	348.47043	-9.5760247	4704	4712	2812	2816	348.47159	348.46936	-9.5766801	-9.5755863	0	9.830324	0.49965498	0	0	79.632425	-0.00078270142	0.024296616	2	2	1	1
S543_N2	J231352.311-093424.82	13	0	0	4717	2823.38	4716.65	2823.25	348.46796	-9.5735607	348.46806	-9.5735964	4715	4719	2822	2825	348.46852	348.46741	-9.5739398	-9.5731182	0	0.10504922	0.015562959	0	0	79.632425	-0.00021921801	0.0098725226	2	2	1	1
S544	J231254.587-093655.09	221	0	0	5580.73	2673.25	5580.51	2673.18	348.22745	-9.6153041	348.22751	-9.6153229	5573	5588	2665	2681	348.2296	348.22542	-9.617568	-9.6131793	0	2.5217418	0.03293743	0	0	79.632425	-0.0021966282	0.1200116	2	2	1	0
S545	J231311.678-093537.72	1297	0	0	5324.94	2751	5325.61	2753.02	348.29866	-9.593812	348.29847	-9.5932561	5305	5346	2730	2772	348.30423	348.29278	-9.5995702	-9.5880528	0	-0.10532411	0.0011678524	0	0	79.632425	-0.038297208	0.70512527	1	2	1	0
S546	J231254.498-093345.20	57	0	0	5581.65	2865.25	5581.68	2865.28	348.22708	-9.5625546	348.22707	-9.5625442	5578	5585	2861	2869	348.2281	348.22614	-9.5637193	-9.5615248	0	0.21111878	0.0050930493	0	0	79.632425	-0.0013852668	0.037155208	2	2	1	0
S547	J231308.284-093239.85	152	0	0	5375.3	2930.93	5375.29	2930.97	348.28451	-9.5444016	348.28452	-9.544391	5369	5382	2925	2937	348.28627	348.28264	-9.5460286	-9.5427386	0	1.0753511	0.015993826	0	0	79.632425	-0.0043142993	0.082824062	2	2	1	0
S548	J231318.166-093132.86	182	0	0	5227.3	2998.37	5227.23	2998.38	348.32569	-9.525794	348.32571	-9.5257918	5220	5235	2992	3005	348.32773	348.32354	-9.5275395	-9.5239763	0	1.27106	0.016919142	0	0	79.632425	-0.0033644779	0.088576283	2	2	1	0
S549	J231237.446-093538.63	1297	0	0	5836.94	2751	5840.63	2748.23	348.15603	-9.5940637	348.155	-9.5948261	5817	5858	2730	2772	348.16159	348.15015	-9.5998237	-9.5883023	0	-0.058895571	0.0016427095	0	0	79.632425	-0.021539992	0.74023153	1	2	1	0
S550	J231201.224-093718.03	294	0	0	6378.88	2651.28	6378.97	2651.14	348.0051	-9.621675	348.00507	-9.6217118	6369	6388	2642	2660	348.00786	348.00256	-9.6242201	-9.619281	0	4.7716764	0.06108797	0	0	79.632425	-0.0031881561	0.1119433	1	2	1	0
S551	J231203.216-093539.36	1297	0	0	6348.94	2751	6376.75	2737.27	348.0134	-9.594266	348.00566	-9.598048	6329	6370	2730	2772	348.01896	348.00752	-9.6000279	-9.5885026	0	0.012622254	0.0012823335	0	0	79.632425	-0.029881221	0.45676401	1	2	1	0
S552	J231138.337-093826.38	258	0	0	6721.27	2582.56	6721.27	2582.64	347.90974	-9.6406614	347.90974	-9.6406394	6713	6730	2574	2591	347.91204	347.9073	-9.6430105	-9.6383443	0	4.3359985	0.055288233	0	0	79.632425	-0.0060773232	0.15148845	1	2	1	0
S553	J231126.111-093800.36	30	0	0	6904.1	2609.03	6904.08	2609.04	347.85879	-9.6334346	347.8588	-9.6334326	6901	6907	2607	2611	347.85966	347.85799	-9.6339925	-9.6328949	0	0.073625525	0.0028564814	0	0	79.632425	-0.0010699524	0.015680273	2	2	1	0
S554	J231129.011-093540.44	1337	0	0	6860.56	2750.46	6848.07	2733.55	347.87088	-9.5945657	347.87437	-9.5992081	6841	6882	2730	2772	347.87634	347.8649	-9.6001828	-9.5886535	0	0.19206316	0.0046689189	0	0	79.632425	-0.050189564	0.77582846	1	2	1	0
S555	J231138.043-093256.84	206	0	0	6725.27	2915.73	6725.27	2915.77	347.90851	-9.5491235	347.90851	-9.5491114	6717	6733	2908	2923	347.91082	347.90636	-9.5512445	-9.5471277	0	2.1685586	0.028795596	0	0	79.632425	-0.0011206116	0.11638923	2	2	1	0
S556	J231119.571-093056.32	141	0	0	7001.5	3037.84	7001.58	3037.86	347.83155	-9.5156439	347.83152	-9.5156376	6995	7008	3032	3044	347.83336	347.82973	-9.5172461	-9.5139521	0	1.3773706	0.021124637	0	0	79.632425	-0.0015162209	0.11701483	2	2	1	0
S557	J231056.195-093610.50	85	0	0	7351.45	2720.44	7351.37	2720.39	347.73415	-9.602916	347.73417	-9.6029297	7347	7356	2715	2726	347.73539	347.73288	-9.6044087	-9.6013878	0	0.48879329	0.0088473316	0	0	79.632425	-0.00027024518	0.074744868	2	2	1	0
S558	J231054.757-093540.28	1297	0	0	7372.94	2751	7388.1	2764.59	347.72815	-9.5945225	347.72393	-9.5907907	7353	7394	2730	2772	347.73371	347.72228	-9.6002883	-9.5887551	0	-0.054393125	0.001783056	0	0	79.632425	-0.0052684309	1.1654682	1	2	1	0
S559	J231059.745-093540.65	24	0	0	7298.33	2750.58	7298.34	2750.58	347.74894	-9.5946241	347.74893	-9.5946248	7296	7301	2748	2753	347.74959	347.74819	-9.5953335	-9.5939606	0	0.090985327	0.0042858701	0	0	79.632425	-0.00012414053	0.020178238	2	2	1	0
S560	J231055.224-093249.66	255	0	0	7365.84	2923.5	7365.77	2923.38	347.7301	-9.5471269	347.73012	-9.5471582	7357	7375	2916	2931	347.73256	347.72755	-9.5491856	-9.5450672	0	3.6506485	0.047440939	0	0	79.632425	-0.0054134297	0.11571419	1	2	1	0
S561	J231020.528-093540.48	1297	0	0	7884.94	2751	7398.3	2637.42	347.58553	-9.5945768	347.72111	-9.6257319	7865	7906	2730	2772	347.59109	347.57967	-9.6003445	-9.5888073	0	-0.0023151418	0.0011783864	0	0	79.632425	-0.015036478	0.70114304	1	2	1	0
S562	J231029.232-093510.83	173	0	0	7754.73	2780.94	7754.73	2780.93	347.6218	-9.5863417	347.6218	-9.5863438	7748	7762	2774	2788	347.62368	347.61978	-9.5882469	-9.5844016	0	1.5356142	0.021844463	0	0	79.632425	-0.0027188644	0.098722883	2	2	1	0
S563	J230931.648-093804.10	215	0	0	8616.04	2605.76	8616	2605.89	347.38187	-9.6344724	347.38188	-9.6344377	8608	8624	2598	2613	347.38411	347.37965	-9.6366059	-9.6324833	0	1.7000545	0.022673707	0	0	79.632425	-0.0045865059	0.085051112	2	2	1	0
S564	J230958.497-093729.49	141	0	0	8214.48	2640.82	8214.42	2640.89	347.49374	-9.6248583	347.49375	-9.6248371	8208	8221	2635	2647	347.49554	347.49192	-9.6264562	-9.6231591	0	0.83355781	0.012935635	0	0	79.632425	-0.0042339048	0.068442828	2	2	1	0
S565	J230946.299-093540.49	1297	0	0	8396.94	2751	8422.1	2729.99	347.44291	-9.5945817	347.4359	-9.6003512	8377	8418	2730	2772	347.44847	347.43705	-9.6003513	-9.5888102	0	0.020231111	0.0018527968	0	0	79.632425	-0.050718348	0.69539284	1	2	1	0
S566	J230943.514-093433.64	76	0	0	8438.62	2818.58	8438.61	2818.72	347.43131	-9.5760117	347.43131	-9.5759729	8436	8441	2810	2827	347.43204	347.43064	-9.5783689	-9.5736979	0	0.21849946	0.0035058947	0	0	79.632425	-0.0035661155	0.048199173	2	2	1	0
S567	J230948.854-093200.87	20	0	0	8358.75	2973.05	8358.74	2973.07	347.45356	-9.5335744	347.45356	-9.5335692	8357	8361	2971	2975	347.45405	347.45293	-9.5341377	-9.5330386	0	0.078614719	0.0044432599	0	0	79.632425	-0.00077582337	0.017538174	2	2	1	0
S568	J230945.615-093142.47	14	0	0	8407.21	2991.64	8407.23	2991.64	347.44006	-9.5284644	347.44006	-9.5284659	8405	8409	2990	2993	347.44068	347.43957	-9.5289158	-9.5280914	0	0.065077775	0.0051382473	0	0	79.632425	-0.00039717021	0.014344996	2	2	1	0
S569	J230942.060-093122.87	22	0	0	8460.41	3011.45	8460.38	3011.45	347.42525	-9.5230188	347.42526	-9.5230207	8458	8463	3009	3013	347.42592	347.42453	-9.5236933	-9.5225941	0	0.11746166	0.0063146041	0	0	79.632425	-6.3717284e-05	0.024042202	2	2	1	0
S570	J230943.208-093109.47	454	0	0	8443.24	3025	8443.05	3025.12	347.43003	-9.5192975	347.43008	-9.5192665	8431	8455	3013	3036	347.43344	347.42676	-9.5225956	-9.5162754	0	97.402813	1.2157127	0	0	79.632425	-0.0053754101	0.49390903	1	2	1	0
S571	J230950.335-093057.56	33	0	0	8336.61	3037.06	8336.63	3037.07	347.45973	-9.5159886	347.45972	-9.5159847	8333	8340	3035	3039	347.46073	347.45878	-9.5165548	-9.5154556	0	0.11922995	0.0040661916	0	0	79.632425	-0.0011197397	0.026355158	2	2	1	0
S572	J230940.818-093036.33	34	0	0	8479	3058.5	8478.99	3058.46	347.42007	-9.5100925	347.42008	-9.5101048	8476	8482	3056	3061	347.42091	347.41924	-9.5107795	-9.5094055	0	0.19529238	0.007473499	0	0	79.632425	-0.00054739981	0.034695022	2	2	1	0
S573	J230920.436-093829.95	101	0	0	8783.72	2579.57	8783.75	2579.62	347.33515	-9.6416518	347.33514	-9.6416403	8778	8789	2575	2584	347.33674	347.33368	-9.6429093	-9.6404352	0	0.30010839	0.0048979139	0	0	79.632425	-0.0044278916	0.043050952	2	2	1	0
S574	J230912.070-093540.33	1297	0	0	8908.94	2751	8916.71	2727.29	347.30029	-9.5945373	347.29812	-9.6010496	8889	8930	2730	2772	347.30584	347.29443	-9.6003089	-9.5887637	0	-0.035207273	0.0010475885	0	0	79.632425	-0.031001499	0.58632684	1	2	1	0
S575	J230853.797-093450.84	47	0	0	9182.32	2800.87	9182.34	2800.84	347.22415	-9.58079	347.22415	-9.580798	9179	9186	2797	2805	347.22508	347.22313	-9.5818546	-9.5796553	0	0.092455392	0.0024739762	0	0	79.632425	-0.00096659118	0.018145575	2	2	1	0
S576	J230907.812-093305.19	210	0	0	8972.73	2907.82	8972.79	2907.93	347.28255	-9.5514415	347.28253	-9.551412	8965	8980	2900	2915	347.2847	347.28053	-9.5535909	-9.5494675	0	2.0287336	0.027889946	0	0	79.632425	-0.0046174069	0.089164429	2	2	1	0
S577	J230834.064-093718.34	292	0	0	9477.34	2651.52	9477.43	2651.49	347.14193	-9.6217607	347.14191	-9.6217707	9468	9487	2643	2660	347.14453	347.13924	-9.6241049	-9.6194295	0	4.519652	0.05648265	0	0	79.632425	-0.0065756116	0.11147619	1	2	1	0
S578	J230837.841-093540.00	1297	0	0	9420.94	2751	9421.94	2752.15	347.15767	-9.5944435	347.15739	-9.5941273	9401	9442	2730	2772	347.16322	347.15181	-9.600217	-9.588668	0	-0.10502448	0.00073964108	0	0	79.632425	-0.045385779	0.45696638	1	2	1	0
S579	J230827.508-093105.08	329	0	0	9575.81	3028.81	9575.68	3028.78	347.11462	-9.5180776	347.11465	-9.5180857	9566	9586	3019	3038	347.11735	347.11178	-9.5207749	-9.5155496	0	10.342942	0.12920982	0	0	79.632425	-0.0089004636	0.17420876	1	2	1	0
S580	J230801.158-093706.45	188	0	0	9969.51	2663.03	9969.52	2662.96	347.00483	-9.6184584	347.00482	-9.6184758	9962	9977	2656	2670	347.00691	347.00274	-9.6203915	-9.6165399	0	1.2414391	0.017030938	0	0	79.632425	-0.00367802	0.07630023	2	2	1	0
S581	J230803.612-093539.48	1297	0	0	9932.94	2751	9922.37	2748.8	347.01505	-9.5943004	347.01799	-9.5949072	9913	9954	2730	2772	347.02059	347.00919	-9.6000758	-9.5885228	0	0.046773609	0.0006386321	0	0	79.632425	-0.030070447	0.4788801	1	2	1	0
S582	J230750.660-093232.13	78	0	0	10127	2940.17	10127	2940.24	346.96108	-9.5422592	346.96108	-9.5422397	10122	10132	2936	2944	346.96246	346.95968	-9.5434058	-9.5412042	0	0.29368715	0.0059905802	0	0	79.632425	-0.00081872904	0.042074826	2	2	1	0
S583	J230748.204-093155.28	186	0	0	10163.8	2977.38	10163.7	2977.28	346.95085	-9.5320226	346.95088	-9.53205	10157	10171	2970	2985	346.95273	346.94884	-9.5340517	-9.5299253	0	1.6835624	0.023234472	0	0	79.632425	-0.0027772693	0.102572	2	2	1	0
S584	J230729.381-093538.79	1297	0	0	10444.9	2751	10442.9	2755.47	346.87242	-9.594108	346.873	-9.5928787	10425	10466	2730	2772	346.87797	346.86657	-9.5998853	-9.5883284	0	-0.047862526	0.0012157075	0	0	79.632425	-0.030366208	0.73285884	1	2	1	0
S585	J230720.285-093234.90	65	0	0	10581.4	2936.69	10581.4	2936.77	346.83452	-9.5430289	346.83452	-9.5430066	10577	10586	2933	2940	346.83573	346.83323	-9.5440453	-9.5421181	0	0.18579567	0.0042839539	0	0	79.632425	-0.00093172481	0.028748143	2	2	1	0
S586	J230658.450-093659.10	202	0	0	10907.4	2669.01	10907.4	2669.07	346.74354	-9.6164179	346.74353	-9.6164011	10900	10915	2661	2676	346.7456	346.74143	-9.6186224	-9.6144934	0	1.3072614	0.017298736	0	0	79.632425	-0.0022411117	0.073979974	2	2	1	0
S587	J230655.150-093537.92	1297	0	0	10956.9	2751	10943.4	2741.17	346.72979	-9.5938662	346.73355	-9.5965718	10937	10978	2730	2772	346.73533	346.72394	-9.5996454	-9.5880846	0	-0.027640639	0.00079423015	0	0	79.632425	-0.021467846	0.52040226	1	2	1	0
S588	J230648.805-093216.25	111	0	0	11052.3	2954.7	11052.3	2954.64	346.70335	-9.537848	346.70334	-9.5378662	11046	11058	2950	2960	346.70511	346.70177	-9.5391435	-9.5363896	0	0.45243959	0.0073740212	0	0	79.632425	-0.0024532335	0.052539605	2	2	1	0
S589	J230626.109-093627.89	162	0	0	11391.2	2699.59	11391.2	2699.67	346.60879	-9.6077476	346.60878	-9.6077245	11384	11398	2693	2706	346.61078	346.60689	-9.6095615	-9.6059813	0	1.3052975	0.018426539	0	0	79.632425	-0.0012369628	0.1029208	2	2	1	0
S590	J230620.918-093536.87	1297	0	0	11468.9	2751	11465.9	2773.02	346.58716	-9.593575	346.58802	-9.5875272	11449	11490	2730	2772	346.5927	346.58131	-9.5993562	-9.5877914	0	-0.059192206	0.0010038322	0	0	79.632425	-0.018065787	0.73452199	1	2	1	0
S591	J230632.283-093040.87	391	0	0	11299.7	3050.64	11299.6	3050.7	346.63451	-9.5113519	346.63455	-9.5113358	11288	11311	3040	3061	346.63777	346.63137	-9.5142811	-9.5084981	0	21.36891	0.26362506	0	0	79.632425	-0.0059240137	0.19075216	1	2	1	0
S592	J230528.753-093811.65	308	0	0	12248.6	2592.56	12248.5	2592.66	346.3698	-9.6365683	346.36982	-9.636541	12239	12258	2584	2602	346.37247	346.36719	-9.6389271	-9.633967	0	5.1474067	0.064426549	0	0	79.632425	-0.0070619768	0.1042394	1	2	1	0
S593	J230558.466-093704.09	187	0	0	11804.5	2662.03	11804.5	2662.02	346.49361	-9.6178022	346.49359	-9.6178047	11797	11812	2655	2669	346.49568	346.49152	-9.6197379	-9.6158812	0	1.1391041	0.01597446	0	0	79.632425	-0.0037319938	0.06290097	2	2	1	0
S594	J230546.684-093535.64	1297	0	0	11980.9	2751	11974.7	2792.9	346.44452	-9.5932345	346.44629	-9.5817262	11961	12002	2730	2772	346.45005	346.43867	-9.5990176	-9.5874489	0	-0.012660702	0.00096058357	0	0	79.632425	-0.028534455	0.43410339	1	2	1	0
S595	J230550.760-093102.69	98	0	0	11920.8	3027.12	11920.8	3027.18	346.4615	-9.5174127	346.46151	-9.5173971	11916	11926	3022	3032	346.46284	346.46006	-9.5188235	-9.516069	0	0.24672708	0.004114056	0	0	79.632425	-0.0017747705	0.034604926	2	2	1	0
S596	J230512.449-093534.24	1297	0	0	12492.9	2751	12507.3	2737.13	346.30187	-9.5928447	346.29786	-9.5966435	12473	12514	2730	2772	346.30741	346.29602	-9.5986297	-9.587057	0	-0.022508361	0.00074952946	0	0	79.632425	-0.033888381	0.42434343	1	2	1	0
S597	J230459.732-093048.60	212	0	0	12684.2	3039.22	12684.2	3039.09	346.24888	-9.5134994	346.24889	-9.5135355	12676	12692	3032	3047	346.25115	346.24671	-9.5154891	-9.5113544	0	1.5742542	0.020979594	0	0	79.632425	-0.0041502487	0.077280572	2	2	1	0
S598	J230438.213-093532.66	1297	0	0	13004.9	2751	12934.9	2682.01	346.15922	-9.5924055	346.17866	-9.6114217	12985	13026	2730	2772	346.16475	346.15337	-9.5981924	-9.5866157	0	0.012566533	0.0017087745	0	0	79.632425	-0.023802356	0.54633103	1	2	1	0
S599	J230403.974-093530.90	1297	0	0	13516.9	2751	13529.8	2746.72	346.01656	-9.5919169	346.01297	-9.5930789	13497	13538	2730	2772	346.02209	346.01072	-9.5977057	-9.5861251	0	0.025556416	0.0011240415	0	0	79.632425	-0.025928496	0.68292848	1	2	1	0
S600	J230414.004-093537.95	336	0	0	13366.9	2744.41	13367	2744.24	346.05835	-9.5938747	346.05832	-9.5939205	13357	13377	2735	2754	346.06111	346.05556	-9.5964699	-9.5912302	0	12.02479	0.15118432	0	0	79.632425	-0.0019446566	0.18717723	1	2	1	0
S601	J230411.027-093418.77	240	0	0	13411.8	2824.3	13411.7	2824.43	346.04595	-9.5718814	346.04597	-9.5718468	13403	13420	2816	2832	346.04838	346.04367	-9.5741704	-9.5697577	0	3.3439286	0.042534158	0	0	79.632425	-4.3326689e-06	0.13693986	1	2	1	0
S602	J230406.067-093322.69	150	0	0	13486.2	2880.73	13486.2	2880.71	346.02528	-9.5563029	346.02529	-9.5563088	13479	13493	2875	2887	346.02728	346.02339	-9.5578853	-9.5545744	0	0.88019495	0.012583813	0	0	79.632425	-0.0015860061	0.075826178	2	2	1	0
S603	J230329.734-093528.96	1297	0	0	14028.9	2751	14011.7	2707.32	345.87389	-9.5913789	345.87865	-9.6033989	14009	14050	2730	2772	345.87942	345.86805	-9.5971696	-9.5855851	0	0.0090670048	0.00090925762	0	0	79.632425	-0.041329476	0.58169997	1	2	1	0
S604	J230335.793-093026.53	114	0	0	13939.8	3057.12	13939.7	3057.12	345.89914	-9.50737	345.89914	-9.5073713	13934	13946	3052	3062	345.90073	345.8974	-9.5087836	-9.5060233	0	0.473214	0.0080131711	0	0	79.632425	-0.0010018889	0.047950093	2	2	1	0
S605	J230255.491-093526.85	1297	0	0	14540.9	2751	14528.6	2753.12	345.73121	-9.5907915	345.73466	-9.5902231	14521	14562	2730	2772	345.73674	345.72537	-9.5965842	-9.5849957	0	-0.062309034	0.00098073739	0	0	79.632425	-0.037117077	0.57987836	1	2	1	0
S606	J230300.128-093528.97	142	0	0	14471.6	2749.15	14471.6	2749.14	345.75053	-9.59138	345.75052	-9.591384	14465	14478	2743	2755	345.75236	345.74876	-9.5930789	-9.5897665	0	0.66977865	0.0096520456	0	0	79.632425	-0.0025895571	0.064627906	2	2	1	0
S607	J230251.621-093339.05	44	0	0	14599.4	2859.73	14599.4	2859.73	345.71509	-9.5608481	345.71508	-9.5608482	14596	14603	2856	2863	345.71602	345.71408	-9.5618762	-9.5599445	0	0.10638499	0.003116633	0	0	79.632425	-0.00057011895	0.019584335	2	2	1	0
S608	J230308.511-093221.43	259	0	0	14347.2	2939.29	14347	2939.31	345.78546	-9.539287	345.78551	-9.5392815	14338	14357	2931	2948	345.78802	345.78274	-9.5415752	-9.5368826	0	3.673817	0.047847696	0	0	79.632425	-0.0025389058	0.11775379	1	2	1	0
S609	J230221.246-093524.56	1297	0	0	15052.9	2751	15055.1	2749.46	345.58852	-9.5901547	345.58792	-9.5905736	15033	15074	2730	2772	345.59405	345.58269	-9.5959493	-9.5843569	0	0.091421042	0.001242192	0	0	79.632425	-0.01939287	0.74802907	1	2	1	0
S610	J230225.039-093500.38	171	0	0	14996.4	2775.71	14996.5	2775.8	345.60433	-9.5834383	345.6043	-9.5834117	14990	15003	2768	2783	345.60609	345.60249	-9.5855641	-9.5814262	0	1.3227982	0.018026965	0	0	79.632425	-0.0029188399	0.096038429	2	2	1	0
S611	J230215.366-093050.35	195	0	0	15142.4	3027.81	15142.3	3027.8	345.56402	-9.5139873	345.56406	-9.513989	15135	15150	3020	3036	345.56607	345.56192	-9.5161413	-9.5117259	0	1.629255	0.021797877	0	0	79.632425	-0.002780591	0.10358832	2	2	1	0
S612	J230127.722-093809.57	140	0	0	15852	2580.19	15852	2580.16	345.36551	-9.6359904	345.36551	-9.6359993	15845	15859	2575	2586	345.36746	345.36357	-9.6374273	-9.6343848	0	0.66389286	0.0094187055	0	0	79.632425	-0.0049898258	0.070608649	2	2	1	0
S613	J230147.603-093742.65	62	0	0	15555	2608.94	15555.1	2608.89	345.44834	-9.6285135	345.44834	-9.6285259	15551	15559	2605	2613	345.44947	345.44725	-9.6296004	-9.6273913	0	0.20466667	0.0047540041	0	0	79.632425	-0.00027765867	0.033099208	2	2	1	0
S614	J230159.082-093624.16	55	0	0	15383.9	2689.15	15383.9	2689.19	345.49617	-9.6067103	345.49617	-9.6066974	15380	15388	2685	2693	345.49726	345.49505	-9.6078546	-9.6056458	0	0.15845066	0.0038165457	0	0	79.632425	-0.0007098507	0.02910214	2	2	1	0
S615	J230141.029-093547.41	304	0	0	15654	2724.94	15654.2	2725.09	345.42096	-9.5965038	345.4209	-9.5964625	15644	15664	2716	2734	345.42373	345.41818	-9.5989734	-9.5939999	0	6.9563837	0.088119611	0	0	79.632425	-0.008863867	0.15446743	1	2	1	0
S616	J230147.580-093549.99	144	0	0	15556.1	2722.83	15556.1	2722.76	345.44825	-9.5972187	345.44823	-9.597239	15550	15563	2717	2729	345.44993	345.44633	-9.5988298	-9.5955148	0	0.84590118	0.01272708	0	0	79.632425	-0.0013388648	0.070764513	2	2	1	0
S617	J230146.998-093522.09	1297	0	0	15564.9	2751	15562.3	2748.82	345.44582	-9.5894685	345.44655	-9.590069	15545	15586	2730	2772	345.45135	345.43999	-9.595265	-9.5836687	0	-0.25633476	0.0010808602	0	0	79.632425	-0.0038596357	0.63718304	1	2	1	0
S618	J230136.400-093307.68	114	0	0	15724.2	2886.07	15724.2	2886.07	345.40167	-9.5521344	345.40167	-9.5521358	15718	15730	2881	2891	345.40338	345.40006	-9.5535361	-9.5507717	0	0.49698315	0.0082051037	0	0	79.632425	-0.0010955299	0.055242685	2	2	1	0
S619	J230137.064-093124.03	216	0	0	15714.9	2990.92	15714.7	2990.92	345.40443	-9.5233407	345.40448	-9.5233423	15707	15722	2983	2999	345.40662	345.40247	-9.5255282	-9.5211111	0	2.0666322	0.026988214	0	0	79.632425	-0.0016729603	0.10455136	2	2	1	0
S620	J230112.747-093519.44	1297	0	0	16076.9	2751	16038.4	2756.6	345.30311	-9.5887329	345.31387	-9.5872517	16057	16098	2730	2772	345.30863	345.29728	-9.5945313	-9.582931	0	-0.03468537	0.0019941893	0	0	79.632425	-0.051880015	0.86203428	1	2	1	0
