# Number of sources: 8064
# RA (deg), Dec (deg), I (Jy), Q (Jy), U (Jy), V (Jy), Ref. freq. (Hz), Spectral index, Rotation measure (rad/m^2), FWHM major (arcsec), FWHM minor (arcsec), Position angle (deg)
 350.192269,  -8.532133, 1.865626e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.894081e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.536734,  -8.982299, 1.600653e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.368196e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.188740,  -9.966029, 1.545374e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.958049e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.255271,  -7.406248, 2.847048e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.071499e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.382827,  -9.273858, 2.200881e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.247092e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.632308, -10.192202, 4.175004e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.428977e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.737218,  -9.769782, 6.104565e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.457939e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.154796,  -7.235014, 8.908856e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.996419e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.844530, -10.622352, 7.823273e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.661430e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.950157,  -7.909052, 4.770711e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.221926e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.099676,  -5.129760, 4.881065e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.283116e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.380607,  -9.636091, 1.532839e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.448029e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.096416,  -5.575785, 2.360273e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.423673e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.811553,  -6.331541, 1.082387e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.102452e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.152759,  -7.188622, 6.194231e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.511937e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.646419,  -8.174311, 9.923140e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.319769e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.696415,  -9.556308, 1.582915e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.680133e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.977393,  -9.772917, 3.428460e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.633406e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.903967,  -8.103348, 1.307860e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.193521e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.779245,  -9.640820, 7.096808e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.746047e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.746176,  -8.046763, 7.794954e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.915450e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.489802, -10.254047, 4.417223e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.184348e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.883129,  -5.787300, 7.670094e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.178828e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.645413,  -7.752682, 1.774890e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.923128e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.274259,  -8.183939, 2.588704e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.779354e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.441276,  -5.419964, 1.581834e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.189274e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.111498,  -7.400787, 3.130666e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.451233e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.733291,  -8.079922, 1.268434e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.804586e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.563075,  -6.927601, 6.986288e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.097974e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.089306,  -5.863708, 2.622856e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.932623e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.934964,  -7.355007, 4.849717e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.815766e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.491669,  -6.649698, 9.772366e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.389806e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.791097,  -9.649874, 2.906039e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.474103e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.146523,  -7.242870, 1.261133e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.015342e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.863012,  -5.969948, 1.060574e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.529339e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.268246,  -6.151048, 3.119197e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.591631e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.562312,  -4.782458, 9.726640e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.278810e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.877590,  -9.193765, 3.942483e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.654171e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.201422, -10.273357, 1.084562e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.616042e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.833812,  -5.988754, 4.737138e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.215499e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.139402,  -7.794388, 1.395579e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.892921e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.407288,  -9.989630, 2.954567e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.029692e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.840001,  -8.023227, 5.521660e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.117535e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.158802, -11.547429, 1.275220e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.421676e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.667691,  -6.031270, 9.688334e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.684420e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.798251,  -9.898166, 6.684868e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.133487e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.171295, -10.364864, 1.903765e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.232978e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.365570,  -8.341149, 7.009240e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.825077e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.101008,  -7.894305, 1.107503e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.583452e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.831739,  -6.201138, 3.175635e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.208874e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.464508,  -6.731368, 4.804699e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.220811e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.028312,  -5.629906, 9.694294e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.450306e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.279754,  -9.043029, 2.254292e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.548602e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.092638, -10.933414, 2.179641e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.428877e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.877547,  -4.735985, 6.345868e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.834566e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.903214,  -9.679162, 1.742533e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.253202e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.200236,  -8.512108, 3.469034e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.116246e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.439923,  -8.120816, 4.155233e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.319899e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.339106,  -8.699458, 1.403371e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.307104e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.788089,  -8.538432, 1.340375e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.244353e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.535325, -10.590317, 1.229241e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.091887e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.125905,  -6.336393, 4.018093e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.534186e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.475179,  -6.630338, 1.854776e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.960992e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.465836, -10.530645, 6.881742e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.234894e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.155726,  -8.073153, 4.725468e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.076074e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.218800, -10.264843, 3.428195e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.243263e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.035041, -10.948554, 5.205344e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.221878e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.159452,  -9.563320, 2.243826e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.782940e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.105180,  -6.359675, 3.421201e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.629586e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.242466,  -8.438201, 9.966923e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.266456e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.394034,  -9.439126, 4.714082e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.296618e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.331199,  -9.198692, 5.256317e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.076231e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.014509,  -8.856595, 5.257605e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.169998e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.206585,  -6.839069, 6.695352e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.853288e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.521870,  -7.833830, 4.734071e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.008056e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.819779,  -6.351179, 8.103635e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.103681e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.600689,  -6.115765, 8.386811e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.639510e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.746037,  -5.327600, 1.601760e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.998990e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.552818,  -8.988709, 4.261884e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.388202e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.691584, -10.586541, 3.930207e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.961688e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.788297, -10.856519, 1.097108e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.516425e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.691983,  -7.254995, 3.429842e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.313648e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.144513,  -7.200452, 2.658057e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.054109e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.005684,  -7.320928, 5.637977e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.013608e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.824402,  -5.115810, 1.598369e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.775859e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.090579,  -8.625439, 3.320721e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.477536e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.941875,  -8.343167, 1.240084e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.757698e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.491456,  -9.395317, 2.015878e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.678957e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.049927,  -8.014899, 2.617752e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.610334e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.475869,  -9.811327, 1.131493e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.426326e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.860782, -10.118849, 1.050665e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.117962e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.751093, -10.650870, 4.108352e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.411187e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.604664, -10.691452, 1.068051e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.082617e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.623343,  -7.599505, 8.403582e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-6.469953e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.307889,  -8.056013, 2.215188e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.330820e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.976670,  -8.615798, 3.543746e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.199518e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.159943,  -8.877637, 2.128744e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.485631e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.330361,  -9.683981, 7.469223e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.066628e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.249509,  -7.135357, 3.565012e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.144882e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.532660,  -6.424974, 6.836480e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.154002e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.543495,  -5.625117, 3.215983e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.165953e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.875812,  -9.928190, 2.508690e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.408580e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.815451,  -6.115785, 2.736147e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.118600e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.971952,  -6.106783, 1.591274e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.904051e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.710158,  -5.107732, 2.776145e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.783640e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.277378, -11.209116, 2.854394e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.226975e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.177387,  -6.359763, 3.392159e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.107243e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.107526,  -9.262472, 1.391635e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.468983e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.320549,  -9.898415, 1.235892e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.218927e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.424810,  -8.778968, 6.518791e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-8.656123e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.682361,  -5.652232, 8.711715e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.151309e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.451538,  -6.735588, 3.104305e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.683075e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.515855,  -6.955459, 8.830495e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.737650e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.764478,  -9.358301, 4.270747e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.812439e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.850470,  -9.545713, 2.642995e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.332425e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.206983, -10.055684, 1.886421e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.718415e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.446391,  -7.534732, 3.190721e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.796252e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.572207,  -6.135825, 1.614984e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.480148e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.898545,  -8.369955, 4.862304e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.486577e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.397985,  -6.991685, 9.851773e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.432722e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.077606,  -7.957920, 2.581124e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.521838e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 350.399195,  -9.503488, 1.239752e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-5.080752e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.888862,  -8.354035, 1.391435e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.534347e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.104597,  -9.357005, 1.858845e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.347178e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.869005,  -8.511338, 4.372198e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.261655e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.799103,  -6.023626, 1.162779e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.299649e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 345.360957,  -7.394595, 6.010564e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-3.736412e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.972349,  -5.581647, 1.705624e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.170200e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.413465, -10.694618, 2.349912e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.147864e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.429674,  -7.201116, 4.433720e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.552208e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.397403,  -7.009382, 9.420272e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-4.067420e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.712123,  -5.944201, 5.588431e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.188412e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 349.047123,  -5.605585, 1.338808e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.410299e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.169356,  -8.607183, 1.224085e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.346741e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 348.779914,  -6.999959, 5.321960e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.248913e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.608222,  -8.042602, 4.045655e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-1.784981e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 346.512330,  -7.898335, 7.554677e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-7.226050e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 344.529011,  -9.543588, 2.580023e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-2.627689e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
 347.924107,  -7.365944, 1.663789e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.510000e+08,-9.324422e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00,   0.000000
